	word	frequency	volumes
943	newly	5769	4406.49462890625
944	starting	8523	4400.61083984375
945	delay	3390	4399.81787109375
946	entry	5457	4389.68798828125
947	figure	13394	4371.61962890625
948	serf	3690	4357.4423828125
949	transportation	3859	4355.32373046875
950	go	22236	4346.1748046875
951	like	51758	4329.37890625
952	interior	4624	4303.99951171875
953	replacement	4230	4293.30419921875
954	killing	6570	4266.6875
955	personal	12023	4262.791015625
956	consisted	6214	4251.974609375
957	massive	3611	4251.29345703125
958	explosion	3250	4221.767578125
959	offer	9876	4216.01806640625
960	reason	10821	4209.94287109375
961	sufficient	2823	4202.4052734375
962	corner	5542	4202.06103515625
963	height	6224	4167.1025390625
964	probably	9891	4162.53857421875
965	whose	11922	4155.4228515625
966	recent	7342	4154.23828125
967	trip	5700	4126.69287109375
968	operation	25450	4111.53759765625
969	navy	15914	4110.54150390625
970	jersey	7003	4093.938232421875
971	hope	6523	4088.39013671875
972	surprise	3109	4086.834716796875
973	relief	4816	4078.167724609375
974	constructed	8150	4076.2275390625
975	soldier	13012	4074.1328125
976	battle	35819	4066.183349609375
977	failure	6424	4059.28271484375
978	link	5881	4054.899169921875
979	generated	3147	4050.3037109375
980	ending	8184	4038.2353515625
981	compared	10540	4038.20458984375
982	job	9606	4020.22900390625
983	eighth	4968	4005.201171875
984	hotel	7454	3988.939453125
985	reserve	7839	3988.58203125
986	fact	11722	3986.673095703125
987	spending	2950	3979.159423828125
988	see	20198	3960.604736328125
989	injured	4543	3941.091552734375
990	conservation	3650	3938.994384765625
991	silver	7553	3927.115478515625
992	twin	4334	3923.338623046875
993	employee	4306	3913.353759765625
994	achieve	3161	3893.931640625
995	subject	10998	3887.790771484375
996	reduce	4070	3885.937255859375
997	library	7395	3885.1259765625
998	woman	33625	3884.4921875
999	final	46442	3884.340576171875
1000	effective	5442	3875.7333984375
1001	rural	4293	3863.77294921875
1002	acre	6185	3863.625244140625
1003	earned	8565	3859.935302734375
1004	bomb	6976	3857.135009765625
1005	agricultural	3117	3855.439453125
1006	temporary	3494	3854.05712890625
1007	growing	6033	3844.619140625
1008	superior	3490	3838.25537109375
1009	carolina	6296	3798.30615234375
1010	massachusetts	4442	3792.05908203125
1011	strategy	4424	3772.69970703125
1012	technology	7263	3771.8935546875
1013	school	49492	3769.624755859375
1014	north	64045	3759.464599609375
1015	private	10104	3758.8046875
1016	heavy	17224	3756.1923828125
1017	parallel	4766	3742.890380859375
1018	heritage	3817	3740.26416015625
1019	price	7175	3738.3134765625
1020	standing	6402	3735.14892578125
1021	get	21124	3733.7529296875
1022	claimed	11859	3711.759033203125
1023	earth	11302	3710.980224609375
1024	dozen	2660	3698.959716796875
1025	operate	3255	3696.343505859375
1026	employed	4554	3694.398193359375
1027	creating	5623	3652.798828125
1028	selected	9116	3636.123046875
1029	example	18489	3618.2421875
1030	shelter	2535	3609.89794921875
1031	fight	10853	3609.330078125
1032	extension	5021	3581.45751953125
1033	territory	10692	3580.473876953125
1034	record	48037	3576.999267578125
1035	ceremony	6617	3566.9638671875
1036	greatly	3444	3566.783447265625
1037	young	21175	3564.807861328125
1038	majority	9489	3552.657958984375
1039	broad	3851	3550.601806640625
1040	person	13955	3549.09521484375
1041	temperature	8216	3515.83203125
1042	recently	5373	3508.06494140625
1043	police	14175	3497.548828125
1044	favorable	2579	3497.278564453125
1045	thirteen	2501	3489.003662109375
1046	forming	3549	3478.213134765625
1047	play	36636	3478.156982421875
1048	laid	6166	3466.39794921875
1049	memorial	7611	3460.439453125
1050	chose	5748	3449.187744140625
1051	sign	7601	3427.879150390625
1052	arm	10216	3408.941650390625
1053	therefore	7214	3401.381591796875
1054	italy	6724	3393.019775390625
1055	contains	8928	3389.245849609375
1056	presence	7378	3380.3330078125
1057	closer	3336	3375.227294921875
1058	associated	10046	3372.5859375
1059	chicago	10295	3367.41162109375
1060	responded	4402	3357.752685546875
1061	visitor	4277	3353.269287109375
1062	uk	12041	3349.951416015625
1063	crowd	5416	3345.768798828125
1064	engaged	4809	3336.98046875
1065	twice	6150	3326.38720703125
1066	sea	23311	3322.0439453125
1067	span	2851	3303.527099609375
1068	conduct	3540	3292.98681640625
1069	advisory	2196	3283.052978515625
1070	cancelled	2524	3275.721923828125
1071	filled	4225	3272.474853515625
1072	camp	9768	3269.470947265625
1073	newspaper	8807	3252.31396484375
1074	russian	10158	3252.115234375
1075	smith	12191	3250.908935546875
1076	economic	8442	3217.637451171875
1077	focused	4806	3214.276123046875
1078	commission	9270	3202.578369140625
1079	offered	9330	3202.380126953125
1080	data	6273	3195.369384765625
1081	boundary	4346	3192.670654296875
1082	northern	18771	3189.244140625
1083	permanent	4198	3170.29150390625
1084	trained	3243	3167.335693359375
1085	critical	12626	3160.495361328125
1086	cloud	4554	3154.127197265625
1087	observed	7087	3150.663818359375
1088	academy	7743	3148.5283203125
1089	nature	10616	3146.2080078125
1090	surrounded	3481	3143.928466796875
1091	scheme	4560	3138.889404296875
1092	popularity	4556	3121.453125
1093	england	26747	3116.4619140625
1094	actual	3873	3112.6748046875
1095	netherlands	3460	3106.642822265625
1096	dollar	5423	3102.911865234375
1097	fifty	3081	3095.835693359375
1098	matter	8809	3092.8876953125
1099	schedule	3276	3087.21484375
1100	quarter	8522	3082.701904296875
1101	j	9513	3076.968505859375
1102	accompanied	5106	3061.718017578125
1103	sweden	3472	3060.281982421875
1104	whether	10329	3035.806396484375
1105	g	9450	3034.251953125
1106	philadelphia	5199	3025.470947265625
1107	exposed	3023	3025.3583984375
1108	passing	6854	3021.54345703125
1109	spanish	10599	3005.249267578125
1110	drawn	4943	3002.642333984375
1111	proposal	6222	2996.42041015625
1112	fired	6218	2991.455078125
1113	yard	16879	2991.3525390625
1114	oil	8388	2969.26123046875
1115	thomas	13320	2956.5458984375
1116	headed	4514	2950.716796875
1117	playing	17673	2950.54638671875
1118	owned	7206	2947.974365234375
1119	boat	12273	2945.9873046875
1120	column	4652	2944.5703125
1121	n	7895	2939.067138671875
1122	dedicated	5038	2914.40185546875
1123	shield	3863	2899.02099609375
1124	sell	4235	2889.25341796875
1125	neighborhood	3038	2879.87109375
1126	seriously	2381	2872.083251953125
1127	distribution	5425	2869.33837890625
1128	signed	12884	2868.892578125
1129	repair	5313	2864.9306640625
1130	trial	10991	2861.401611328125
1131	mountain	12269	2860.112548828125
1132	sought	6806	2856.773193359375
1133	afterwards	4229	2852.481201171875
1134	carrying	4404	2844.437744140625
1135	human	19224	2841.921630859375
1136	georgia	5219	2821.120849609375
1137	rising	3165	2819.915771484375
1138	tall	3094	2812.850341796875
1139	transport	7902	2808.615234375
1140	division	33528	2808.502685546875
1141	encountered	2919	2798.364501953125
1142	branch	8067	2796.052001953125
1143	caught	5376	2792.576904296875
1144	connected	4499	2792.4755859375
1145	venue	3726	2788.40673828125
1146	thought	19278	2776.317626953125
1147	step	5926	2772.153076171875
1148	foot	24929	2769.069580078125
1149	becomes	7198	2754.416748046875
1150	david	17078	2754.165771484375
1151	armed	6378	2738.914794921875
1152	covering	2864	2728.841796875
1153	sport	11926	2727.565673828125
1154	revenue	3621	2719.109130859375
1155	usually	11748	2718.58154296875
1156	asia	5023	2717.74658203125
1157	sector	3516	2707.001708984375
1158	exercise	3678	2705.8583984375
1159	mobile	3602	2704.2783203125
1160	arrival	5367	2704.2265625
1161	financial	7798	2704.013916015625
1162	settlement	6420	2703.414306640625
1163	pacific	9955	2700.5244140625
1164	convention	5942	2690.069091796875
1165	pound	4905	2684.912353515625
1166	german	33719	2679.834716796875
1167	force	56371	2676.8115234375
1168	breaking	3981	2663.59521484375
1169	observation	4403	2662.2060546875
1170	naval	10838	2654.018310546875
1171	consisting	3994	2652.74658203125
1172	asked	12046	2637.34814453125
1173	irish	5434	2625.20263671875
1174	owner	7275	2614.839599609375
1175	veteran	3587	2609.47607421875
1176	plant	13161	2609.173828125
1177	detail	7049	2589.885009765625
1178	port	14421	2582.359130859375
1179	minimal	2325	2576.0107421875
1180	tried	7843	2574.273193359375
1181	marine	7267	2573.1943359375
1182	told	12543	2570.202392578125
1183	promotion	5548	2566.3310546875
1184	question	8399	2565.251953125
1185	fund	7704	2557.34033203125
1186	mexico	7888	2544.81689453125
1187	title	26230	2543.691162109375
1188	engineering	4203	2538.3212890625
1189	passenger	7489	2538.01123046875
1190	holding	5697	2537.26611328125
1191	castle	14273	2533.61962890625
1192	nown	6233	2522.464111328125
1193	destruction	3887	2521.8759765625
1194	federal	10115	2520.0166015625
1195	anticipated	1668	2517.6298828125
1196	display	6775	2516.60498046875
1197	worker	8004	2515.46875
1198	death	37135	2511.236083984375
1199	contribution	4572	2507.499267578125
1200	separated	3517	2506.854736328125
1201	piece	13500	2504.3291015625
1202	face	12433	2500.62744140625
1203	possibility	4428	2497.0478515625
1204	dutch	6158	2495.419677734375
1205	signal	4012	2480.8525390625
1206	basis	5655	2469.811767578125
1207	lacked	2473	2469.0205078125
1208	declined	4512	2460.1806640625
1209	show	54888	2454.541015625
1210	practice	10676	2452.590576171875
1211	engagement	3315	2451.68212890625
1212	trade	10558	2450.049560546875
1213	audience	11335	2445.4228515625
1214	scene	26883	2438.30859375
1215	window	8083	2429.0712890625
1216	submitted	2624	2428.896484375
1217	idea	17228	2427.439697265625
1218	criticism	5988	2413.12451171875
1219	multi	2885	2412.474609375
1220	advantage	5451	2408.930419921875
1221	viewed	4811	2407.62939453125
1222	senior	7354	2407.49169921875
1223	retained	4283	2403.326904296875
1224	typically	6170	2401.9521484375
1225	mill	4990	2396.43212890625
1226	spread	5423	2378.17431640625
1227	felt	19811	2377.529296875
1228	youth	5513	2370.965087890625
1229	installed	3980	2366.566650390625
1230	poorly	2579	2362.19677734375
1231	horse	14837	2357.25048828125
1232	government	41634	2352.440185546875
1233	list	17371	2346.143310546875
1234	attached	3836	2342.77490234375
1235	delivered	4221	2333.634765625
1236	upgrade	2007	2331.06103515625
1237	poll	3944	2324.915771484375
1238	immediate	3407	2324.563232421875
1239	career	28802	2319.7509765625
1240	aid	6676	2318.982421875
1241	fifth	11453	2315.8076171875
1242	craft	2258	2304.25927734375
1243	controlled	5200	2270.228759765625
1244	indie	3438	2264.7685546875
1245	approval	2848	2261.224853515625
1246	phase	5854	2258.012939453125
1247	fourth	17460	2251.804443359375
1248	wanted	15563	2249.281494140625
1249	request	5623	2245.640869140625
1250	scotland	7728	2242.531494140625
1251	traveled	2884	2242.280029296875
1252	richard	11404	2242.099365234375
1253	wave	8219	2241.4775390625
1254	upper	10235	2236.1640625
1255	province	7444	2233.673828125
1256	replace	4220	2231.084716796875
1257	focus	8175	2228.07080078125
1258	defended	3105	2221.428955078125
1259	case	24150	2210.77294921875
1260	contact	6553	2207.73779296875
1261	content	7569	2202.11083984375
1262	illinois	3756	2185.62939453125
1263	straight	4678	2182.0556640625
1264	dark	10721	2168.310546875
1265	tour	25767	2166.9140625
1266	traffic	7699	2166.329345703125
1267	computer	7401	2162.310791015625
1268	speed	13122	2162.05908203125
1269	culture	10200	2153.920654296875
1270	outer	4185	2153.295166015625
1271	partially	2894	2147.85302734375
1272	apart	4138	2145.47216796875
1273	perform	5577	2145.08544921875
1274	introduced	11787	2132.409912109375
1275	adult	9149	2132.0400390625
1276	defending	2235	2115.71044921875
1277	agriculture	2536	2115.640869140625
1278	facing	3367	2112.93603515625
1279	traditional	8725	2112.211669921875
1280	chief	14450	2103.505615234375
1281	profit	3169	2098.75048828125
1282	destroyed	10665	2091.40380859375
1283	substantial	3026	2090.677001953125
1284	completing	2626	2086.8095703125
1285	done	10168	2084.818115234375
1286	ordered	12976	2083.883056640625
1287	represented	6351	2080.14013671875
1288	physical	6955	2075.29443359375
1289	global	4329	2074.223876953125
1290	book	39152	2069.358642578125
1291	freedom	5633	2068.806396484375
1292	personnel	7005	2067.0126953125
1293	model	13606	2064.83544921875
1294	prompted	2847	2060.443115234375
1295	basic	4518	2055.9775390625
1296	real	13461	2053.894287109375
1297	annually	2117	2048.08984375
1298	ranking	4103	2047.3975830078125
1299	duration	2107	2046.4000244140625
1300	tourist	3064	2045.63720703125
1301	chance	6401	2044.2320556640625
1302	raise	4029	2034.269775390625
1303	badly	2467	2019.4825439453125
1304	ministry	3849	2018.362060546875
1305	resistance	5010	2018.258056640625
1306	secure	4045	2014.185546875
1307	threatened	4309	2004.410888671875
1308	defend	3133	1997.6478271484375
1309	severely	2464	1996.0482177734375
1310	referred	8759	1994.693359375
1311	arrived	11408	1993.527587890625
1312	intention	3827	1991.24072265625
1313	attempting	3344	1991.0452880859375
1314	consists	4882	1984.445556640625
1315	overseas	2501	1977.2547607421875
1316	drew	5411	1973.54052734375
1317	living	11142	1969.4117431640625
1318	opinion	6115	1966.15966796875
1319	operating	4583	1961.337158203125
1320	launched	9019	1958.8248291015625
1321	striking	2314	1958.6474609375
1322	connection	6015	1956.030517578125
1323	de	34596	1953.084228515625
1324	suggested	10955	1952.69873046875
1325	soil	3548	1950.7435302734375
1326	underground	3556	1950.23193359375
1327	fishing	3108	1943.8740234375
1328	converted	4489	1942.1832275390625
1329	ensure	3357	1936.28271484375
1330	shortage	1715	1933.6495361328125
1331	native	9236	1929.920654296875
1332	security	7352	1922.3663330078125
1333	finding	5752	1922.171142578125
1334	growth	6457	1920.65576171875
1335	published	23399	1918.9337158203125
1336	simultaneously	2551	1912.71533203125
1337	option	4347	1912.7008056640625
1338	flying	7652	1905.830810546875
1339	stay	6016	1892.6693115234375
1340	self	10820	1881.7572021484375
1341	attacking	3308	1879.77978515625
1342	inner	4006	1872.2093505859375
1343	vessel	6902	1871.0784912109375
1344	gas	6626	1868.803955078125
1345	gate	6079	1867.4169921875
1346	stood	3543	1865.1103515625
1347	approved	4676	1862.28955078125
1348	controversy	5043	1861.5845947265625
1349	huge	3042	1860.8887939453125
1350	embarked	1757	1855.62109375
1351	appeal	6328	1853.654296875
1352	acquired	5256	1851.95361328125
1353	meeting	11942	1851.3936767578125
1354	eye	11698	1850.682373046875
1355	italian	9241	1850.096435546875
1356	political	20565	1846.2576904296875
1357	escape	7369	1842.043701171875
1358	character	56106	1840.894287109375
1359	capital	9657	1836.017578125
1360	army	38055	1830.8157958984375
1361	introduction	4956	1827.15380859375
1362	ship	54144	1826.8916015625
1363	narrow	3755	1825.798583984375
1364	dc	4889	1823.41552734375
1365	importance	4173	1816.7900390625
1366	bay	11928	1806.0166015625
1367	incorporated	3776	1800.105712890625
1368	victoria	6517	1798.9970703125
1369	authority	12925	1797.7193603515625
1370	regarding	5171	1793.322998046875
1371	mexican	3729	1780.8382568359375
1372	host	7112	1763.3485107421875
1373	factory	3883	1763.0146484375
1374	existed	3003	1745.7125244140625
1375	counter	4023	1742.9129638671875
1376	message	5713	1740.1326904296875
1377	writing	22886	1740.1143798828125
1378	modified	3293	1739.9517822265625
1379	family	41602	1736.3514404296875
1380	investigation	6059	1731.9473876953125
1381	rescue	4256	1726.915283203125
